Gene	Transcript	Chrom	Start	End	Strand	ExonCount
PC	NM_001040716	chr11	66615891	66725854	-	23
LRFN4	NM_024036	chr11	66624535	66627946	+	2
C11orf86	NM_001353554	chr11	66742775	66744480	+	2
SYT12	NM_177963	chr11	66790605	66818334	+	8
RHOD	NM_014578	chr11	66824318	66839488	+	5
KDM2A	NM_012308	chr11	66886734	67025553	+	21
GRK2	NM_001619	chr11	67033944	67054027	+	21
ANKRD13D	NM_207354	chr11	67056774	67069955	+	15
SSH3	NM_017857	chr11	67071001	67080063	+	14
POLD4	NM_021173	chr11	67118243	67121017	-	4
CLCF1	NM_013246	chr11	67131639	67141069	-	3
RAD9A	NM_004584	chr11	67159457	67165881	+	11
PPP1CA	NM_002708	chr11	67165654	67169329	-	7
TBC1D10C	NM_001369496	chr11	67171554	67177560	+	9
CARNS1	NM_001166222	chr11	67183149	67193075	+	10
RPS6KB2	NM_003952	chr11	67195965	67202872	+	15
PTPRCAP	NM_005608	chr11	67202981	67205153	-	2
CORO1B	NM_020441	chr11	67202981	67210947	-	11
GPR152	NM_206997	chr11	67218772	67220200	-	1
CABP4	NM_145200	chr11	67222825	67229223	+	6
TMEM134	NM_025124	chr11	67229181	67236722	-	7
AIP	NM_003977	chr11	67250497	67258574	+	6
PITPNM1	NM_004910	chr11	67259239	67272834	-	24
CDK2AP2	NM_005851	chr11	67273968	67275633	-	4
CABP2	NM_016366	chr11	67286383	67290917	-	7
GSTP1	NM_000852	chr11	67351283	67354124	+	7
NDUFV1	NM_007103	chr11	67374407	67380025	+	10
NUDT8	NM_001243750	chr11	67395409	67397408	-	4
TBX10	NM_005995	chr11	67398774	67407234	-	8
ACY3	NM_080658	chr11	67410026	67418201	-	8
UNC93B1	NM_030930	chr11	67758571	67771567	-	12
ALDH3B1	NM_000694	chr11	67777797	67796743	+	13
NDUFS8	NM_002496	chr11	67798148	67804111	+	7
TCIRG1	NM_006019	chr11	67806492	67818362	+	20
CHKA	NM_001277	chr11	67820326	67888855	-	12
KMT5B	NM_017635	chr11	67922330	67980763	-	11
C11orf24	NM_022338	chr11	68028806	68039441	-	4
LRP5	NM_002335	chr11	68080059	68216743	+	23
PPP6R3	NM_001164161	chr11	68228220	68382802	+	24
GAL	NM_015973	chr11	68452012	68458643	+	6
TESMIN	NM_004923	chr11	68474908	68518988	-	10
CPT1A	NM_001876	chr11	68522351	68609384	-	19
MRPL21	NM_181514	chr11	68658746	68671300	-	7
IGHMBP2	NM_002180	chr11	68671359	68708069	+	15
MRGPRD	NM_198923	chr11	68747490	68748455	-	1
MRGPRF	NM_145015	chr11	68771866	68780714	-	3
TPCN2	NM_139075	chr11	68816400	68858065	+	25
SMIM38	NM_001369201	chr11	68923403	68926819	+	2
MYEOV	NM_001293291	chr11	69061622	69064754	+	3
CCND1	NM_053056	chr11	69455924	69469242	+	5
LTO1	NM_153451	chr11	69480331	69490121	-	5
FGF19	NM_005117	chr11	69513006	69518790	-	3
FGF4	NM_002007	chr11	69585790	69590109	-	3
FGF3	NM_005247	chr11	69624736	69634184	-	3
ANO1	NM_018043	chr11	69924646	70035636	+	26
FADD	NM_003824	chr11	70049402	70053496	+	2
PPFIA1	NM_003626	chr11	70116796	70230502	+	28
CTTN	NM_005231	chr11	70244635	70282681	+	18
SHANK2	NM_012309	chr11	70313959	70963623	-	28
DHCR7	NM_001360	chr11	71145457	71159439	-	9
NADSYN1	NM_018161	chr11	71164249	71212862	+	21
KRTAP5-7	NM_001012503	chr11	71238313	71239715	+	1
KRTAP5-8	NM_021046	chr11	71249071	71250255	+	1
KRTAP5-9	NM_005553	chr11	71259466	71260654	+	1
KRTAP5-10	NM_001012710	chr11	71276609	71277781	+	1
KRTAP5-11	NM_001005405	chr11	71292901	71293921	-	1
DEFB108B	NM_001002035	chr11	71544246	71548756	+	2
DEFB131B	NM_001242853	chr11	71589499	71595607	+	2
RNF121	NM_018320	chr11	71640092	71708643	+	9
IL18BP	NM_001039660	chr11	71709955	71713850	+	6
NUMA1	NM_006185	chr11	71713910	71791588	-	27
LAMTOR1	NM_017907	chr11	71808338	71814343	-	5
ANAPC15	NM_014042	chr11	71820633	71823741	-	6
FOLR3	NM_000804	chr11	71846771	71850936	+	6
FOLR1	NM_016729	chr11	71903184	71907343	+	4
FOLR2	NM_000803	chr11	71927838	71932994	+	5
INPPL1	NM_001567	chr11	71935811	71950191	+	28
PHOX2A	NM_005169	chr11	71950121	71955220	-	3
CLPB	NM_001258392	chr11	71996539	72145575	-	16
PDE2A	NM_002599	chr11	72287185	72385466	-	31
ARAP1	NM_001040118	chr11	72396114	72463453	-	35
STARD10	NM_006645	chr11	72465774	72505092	-	7
ATG16L2	NM_033388	chr11	72525456	72540680	+	18
FCHSD2	NM_014824	chr11	72547790	72853363	-	20
P2RY2	NM_002564	chr11	72929326	72953472	+	3
P2RY6	NM_001277204	chr11	72983383	73009670	+	3
ARHGEF17	NM_014786	chr11	73019321	73080433	+	21
RELT	NM_152222	chr11	73087444	73108519	+	11
FAM168A	NM_015159	chr11	73111532	73309157	-	8
PLEKHB1	NM_021200	chr11	73357626	73373864	+	8
RAB6A	NM_198896	chr11	73386683	73472119	-	8
MRPL48	NM_016055	chr11	73498919	73576178	+	8
COA4	NM_016565	chr11	73583712	73587891	-	2
PAAF1	NM_025155	chr11	73588044	73642159	+	12
DNAJB13	NM_153614	chr11	73662071	73681326	+	8
UCP2	NM_003355	chr11	73685717	73693888	-	8
UCP3	NM_003356	chr11	73711322	73720130	-	7
C2CD3	NM_001286577	chr11	73723763	73882047	-	33
PPME1	NM_016147	chr11	73882334	73965748	+	14
P4HA3	NM_182904	chr11	73977702	74022685	-	13
PGM2L1	NM_173582	chr11	74041361	74109478	-	14
KCNE3	NM_005472	chr11	74165886	74178594	-	3
LIPT2	NM_001144869	chr11	74201564	74204769	-	2
POLD3	NM_006591	chr11	74303627	74354121	+	12
CHRDL2	NM_001278473	chr11	74407474	74442471	-	11
RNF169	NM_001098638	chr11	74459894	74553458	+	6
XRRA1	NM_001378157	chr11	74551955	74660136	-	19
SPCS2	NM_014752	chr11	74660311	74690078	+	5
NEU3	NM_006656	chr11	74699978	74721952	+	3
SLCO2B1	NM_007256	chr11	74862152	74917594	+	14
TPBGL	NM_001195528	chr11	74951819	74954749	+	1
ARRB1	NM_004041	chr11	74971166	75062705	-	16
RPS3	NM_001005	chr11	75110562	75117951	+	7
KLHL35	NM_001039548	chr11	75133438	75141674	-	6
GDPD5	NM_030792	chr11	75145685	75236986	-	17
SERPINH1	NM_001235	chr11	75273298	75283828	+	5
MAP6	NM_033063	chr11	75297963	75380083	-	4
MOGAT2	NM_025098	chr11	75428883	75443998	+	6
DGAT2	NM_032564	chr11	75479823	75512579	+	8
UVRAG	NM_003369	chr11	75526255	75855276	+	15
WNT11	NM_004626	chr11	75897369	75917546	-	5
THAP12	NM_004705	chr11	76061000	76092176	-	5
GVQW3	NM_001347885	chr11	76092367	76119176	+	2
EMSY	NM_001300942	chr11	76156062	76264075	+	22
LRRC32	NM_001128922	chr11	76368568	76381791	-	3
TSKU	NM_015516	chr11	76494400	76509188	+	2
ACER3	NM_018367	chr11	76571962	76737841	+	11
B3GNT6	NM_138706	chr11	76745442	76753020	+	5
CAPN5	NM_004055	chr11	76778018	76837201	+	13
OMP	NM_006189	chr11	76813886	76814377	+	1
MYO7A	NM_000260	chr11	76839292	76926286	+	49
GDPD4	NM_182833	chr11	76927603	77012731	-	17
PAK1	NM_002576	chr11	77033062	77185139	-	15
AQP11	NM_173039	chr11	77300998	77321401	+	3
CLNS1A	NM_001293	chr11	77325575	77348839	-	7
RSF1	NM_016578	chr11	77377274	77531880	-	16
AAMDC	NM_024684	chr11	77532190	77583398	+	4
INTS4	NM_033547	chr11	77589766	77705714	-	23
KCTD14	NM_023930	chr11	77726761	77734322	-	2
THRSP	NM_003251	chr11	77774907	77779397	+	2
NDUFC2	NM_004549	chr11	77779343	77790908	-	3
ALG8	NM_024079	chr11	77811992	77850672	-	13
KCTD21	NM_001029859	chr11	77882295	77899672	-	2
USP35	NM_020798	chr11	77899965	77926278	+	11
GAB2	NM_080491	chr11	77926339	78128866	-	10
NARS2	NM_024678	chr11	78147014	78285909	-	14
TENM4	NM_001098816	chr11	78363874	79152074	-	34
FAM181B	NM_175885	chr11	82440982	82444906	-	1
PRCP	NM_005040	chr11	82533978	82611472	-	9
DDIAS	NM_145018	chr11	82612778	82645701	+	6
RAB30	NM_001286060	chr11	82684175	82782939	-	5
PCF11	NM_001346413	chr11	82868173	82898493	+	16
ANKRD42	NM_001300975	chr11	82904754	82960013	+	11
CCDC90B	NM_021825	chr11	82970135	82997450	-	9
DLG2	NM_001142699	chr11	83166216	85338388	-	28
TMEM126B	NM_018480	chr11	85339637	85347580	+	5
TMEM126A	NM_032273	chr11	85359011	85367586	+	5
CREBZF	NM_001039618	chr11	85369034	85376173	-	1
CCDC89	NM_152723	chr11	85394891	85397238	-	1
SYTL2	NM_206927	chr11	85405272	85522184	-	20
CCDC83	NM_001286159	chr11	85566426	85631056	+	11
PICALM	NM_007166	chr11	85668218	85780126	-	20
EED	NM_003797	chr11	85955795	85989852	+	12
HIKESHI	NM_016401	chr11	86013282	86056985	+	5
CCDC81	NM_001156474	chr11	86085929	86134148	+	15
ME3	NM_001161586	chr11	86152150	86383469	-	15
PRSS23	NM_007173	chr11	86511584	86522275	+	2
FZD4	NM_012193	chr11	86656721	86666437	-	2
TMEM135	NM_022918	chr11	86748976	87039866	+	15
RAB38	NM_022337	chr11	87846419	87908611	-	3
CTSC	NM_001814	chr11	88026760	88070904	-	7
GRM5	NM_001143831	chr11	88237810	88799150	-	10
TYR	NM_000372	chr11	88911043	89028927	+	5
NOX4	NM_016931	chr11	89057521	89224543	-	18
TRIM77	NM_001146162	chr11	89443467	89451040	+	6
TRIM49	NM_020358	chr11	89530823	89541743	-	8
TRIM64B	NM_001164397	chr11	89603755	89609185	-	6
TRIM49D1	NM_001384911	chr11	89644577	89655413	-	8
TRIM49D2	NM_001105522	chr11	89657232	89666231	+	7
TRIM64	NM_001136486	chr11	89699205	89707240	+	7
TRIM49C	NM_001195234	chr11	89764274	89775193	+	8
UBTFL1	NM_001143975	chr11	89819118	89820299	+	1
NAALAD2	NM_005467	chr11	89867831	89926062	+	19
CHORDC1	NM_012124	chr11	89933597	89956217	-	11
FAT3	NM_001367949	chr11	91957984	92629639	+	28
MTNR1B	NM_005959	chr11	92702817	92715948	+	2
SLC36A4	NM_152313	chr11	92877340	92931157	-	11
DEUP1	NM_181645	chr11	93063908	93171636	+	14
SMCO4	NM_020179	chr11	93211638	93276557	-	3
CEP295	NM_033395	chr11	93394848	93463524	+	30
TAF1D	NM_024116	chr11	93468733	93474661	-	6
C11orf54	NM_001286069	chr11	93474838	93497915	+	9
MED17	NM_004268	chr11	93517448	93548129	+	12
VSTM5	NM_001144871	chr11	93551398	93583784	-	4
HEPHL1	NM_001098672	chr11	93754520	93847374	+	20
PANX1	NM_015368	chr11	93862007	93915134	+	5
IZUMO1R	NM_001199206	chr11	94037905	94041312	+	5
GPR83	NM_016540	chr11	94110482	94134585	-	4
MRE11	NM_005591	chr11	94148736	94227010	-	20
ANKRD49	NM_017704	chr11	94227150	94232744	+	3
C11orf97	NM_001190462	chr11	94245627	94265289	+	4
FUT4	NM_002033	chr11	94277017	94283064	+	1
PIWIL4	NM_152431	chr11	94300534	94354587	+	20
AMOTL1	NM_130847	chr11	94501522	94609913	+	13
CWC15	NM_016403	chr11	94695785	94706720	-	8
KDM4D	NM_018039	chr11	94706873	94732683	+	3
KDM4E	NM_001161630	chr11	94758422	94760760	+	1
SRSF8	NM_032102	chr11	94800083	94804388	+	2
ENDOD1	NM_015036	chr11	94823010	94865809	+	2
SESN3	NM_144665	chr11	94898677	94964366	-	10
FAM76B	NM_144664	chr11	95502117	95522946	-	10
CEP57	NM_014679	chr11	95523662	95565857	+	11
MTMR2	NM_016156	chr11	95566044	95657271	-	15
MAML2	NM_032427	chr11	95709762	96076359	-	5
CCDC82	NM_024725	chr11	96085937	96123076	-	10
JRKL	NM_001261833	chr11	96123177	96126725	+	2
CNTN5	NM_014361	chr11	98891679	100229616	+	25
ARHGAP42	NM_152432	chr11	100558019	100864672	+	24
PGR	NM_000926	chr11	100900355	101000544	-	8
TRPC6	NM_004621	chr11	101322295	101454738	-	13
ANGPTL5	NM_178127	chr11	101761405	101787253	-	9
CEP126	NM_020802	chr11	101785741	101871793	+	11
CFAP300	NM_032930	chr11	101918168	101955285	+	7
YAP1	NM_001130145	chr11	101981178	102104155	+	9
BIRC3	NM_001165	chr11	102188215	102210134	+	9
BIRC2	NM_001166	chr11	102217913	102249401	+	9
TMEM123	NM_052932	chr11	102267063	102323496	-	5
MMP7	NM_002423	chr11	102391239	102401478	-	6
MMP20	NM_004771	chr11	102447563	102496063	-	10
MMP27	NM_022122	chr11	102562218	102576500	-	10
MMP8	NM_002424	chr11	102582527	102595685	-	10
MMP10	NM_002425	chr11	102641233	102651359	-	10
MMP1	NM_002421	chr11	102660650	102668891	-	10
MMP3	NM_002422	chr11	102706532	102714340	-	10
MMP12	NM_002426	chr11	102733467	102745712	-	11
MMP13	NM_002427	chr11	102813724	102826461	-	10
DCUN1D5	NM_032299	chr11	102921415	102962889	-	8
DYNC2H1	NM_001377	chr11	102980155	103350591	+	89
PDGFD	NM_025208	chr11	103777917	104034875	-	7
DDI1	NM_001001711	chr11	103907368	103909924	+	1
CASP4	NM_001225	chr11	104813593	104839301	-	9
CASP5	NM_004347	chr11	104864970	104893895	-	10
CASP1	NM_001257118	chr11	104896235	104905871	-	9
CARD16	NM_052889	chr11	104912053	104916062	-	4
CARD18	NM_021571	chr11	105008441	105010496	-	3
GRIA4	NM_000829	chr11	105480800	105852817	+	17
MSANTD4	NM_032424	chr11	105878626	105892967	-	3
KBTBD3	NM_198439	chr11	105921825	105948074	-	4
AASDHPPT	NM_015423	chr11	105948389	105969422	+	6
GUCY1A2	NM_000855	chr11	106544745	106889202	-	8
CWF19L2	NM_152434	chr11	107197071	107328572	-	18
ALKBH8	NM_138775	chr11	107373453	107436461	-	12
ELMOD1	NM_018712	chr11	107461873	107537505	+	12
SLN	NM_003063	chr11	107578104	107582782	-	2
SLC35F2	NM_017515	chr11	107661717	107729513	-	8
RAB39A	NM_017516	chr11	107799174	107834208	+	2
CUL5	NM_003478	chr11	107879624	107978488	+	19
ACAT1	NM_000019	chr11	107992294	108018330	+	12
NPAT	NM_002519	chr11	108027942	108093365	-	18
ATM	NM_000051	chr11	108093794	108239829	+	63
C11orf65	NM_152587	chr11	108253482	108338256	-	9
POGLUT3	NM_153705	chr11	108342843	108369111	-	8
EXPH5	NM_015065	chr11	108376162	108464495	-	6
DDX10	NM_004398	chr11	108535796	108811654	+	18
C11orf87	NM_207645	chr11	109292916	109299893	+	2
ZC3H12C	NM_033390	chr11	109964118	110042566	+	6
RDX	NM_002906	chr11	110100166	110167339	-	14
FDX1	NM_004109	chr11	110300672	110335608	+	4
ARHGAP20	NM_001384657	chr11	110447767	110583160	-	15
POU2AF1	NM_006235	chr11	111222980	111250000	-	5
BTG4	NM_001367975	chr11	111365540	111383111	-	5
HOATZ	NM_001100388	chr11	111385503	111407768	+	6
LAYN	NM_178834	chr11	111411445	111432470	+	7
SIK2	NM_015191	chr11	111473173	111601579	+	15
PPP2R1B	NM_002716	chr11	111608601	111637113	-	15
ALG9	NM_024740	chr11	111652919	111742305	-	16
FDXACB1	NM_138378	chr11	111744780	111749889	-	5
CRYAB	NM_001289808	chr11	111779288	111782494	-	3
HSPB2	NM_001541	chr11	111783458	111784817	+	2
C11orf52	NM_080659	chr11	111789637	111797595	+	4
DIXDC1	NM_001037954	chr11	111808067	111893377	+	21
DLAT	NM_001931	chr11	111896132	111935128	+	14
PIH1D2	NM_138789	chr11	111938522	111944741	-	6
NKAPD1	NM_018195	chr11	111945023	111955874	+	6
TIMM8B	NM_012459	chr11	111955524	111957480	-	2
SDHD	NM_003002	chr11	111957597	111966518	+	4
IL18	NM_001562	chr11	112013983	112034817	-	6
TEX12	NM_031275	chr11	112038095	112043279	+	5
BCO2	NM_031938	chr11	112046235	112089669	+	12
PTS	NM_000317	chr11	112097151	112104696	+	6
PLET1	NM_001145024	chr11	112118876	112131583	-	4
NCAM1	NM_181351	chr11	112832142	113149158	+	21
TTC12	NM_017868	chr11	113185305	113237109	+	22
ANKK1	NM_178510	chr11	113258501	113271138	+	8
DRD2	NM_000795	chr11	113280327	113346120	-	8
TMPRSS5	NM_030770	chr11	113558272	113577030	-	13
ZW10	NM_004724	chr11	113603909	113644414	-	16
CLDN25	NM_001101389	chr11	113650518	113651207	+	1
USP28	NM_001346252	chr11	113668597	113746294	-	26
HTR3B	NM_006028	chr11	113775518	113817283	+	9
HTR3A	NM_000869	chr11	113845830	113861035	+	9
ZBTB16	NM_006006	chr11	113930433	114127487	+	7
NNMT	NM_006169	chr11	114167121	114184258	+	3
C11orf71	NM_001271562	chr11	114269254	114271233	-	1
RBM7	NM_001286045	chr11	114271388	114281329	+	5
REXO2	NM_015523	chr11	114310189	114321001	+	7
NXPE4	NM_001077639	chr11	114441313	114466508	-	6
NXPE2	NM_182495	chr11	114549249	114577791	+	6
CADM1	NM_001301043	chr11	115039956	115375133	-	12
BUD13	NM_032725	chr11	116618889	116643703	-	10
ZPR1	NM_003904	chr11	116644515	116658739	-	14
APOA5	NM_001371904	chr11	116660083	116662595	-	3
APOA4	NM_000482	chr11	116691416	116694020	-	3
APOC3	NM_000040	chr11	116700623	116703788	+	4
APOA1	NM_000039	chr11	116706467	116708338	-	4
SIK3	NM_001366686	chr11	116714118	116969144	-	25
PAFAH1B2	NM_002572	chr11	117015003	117041761	+	6
SIDT2	NM_001040455	chr11	117049459	117068158	+	26
TAGLN	NM_003186	chr11	117070086	117078180	+	5
PCSK7	NM_004716	chr11	117075053	117102789	-	17
RNF214	NM_207343	chr11	117103387	117157170	+	15
BACE1	NM_012104	chr11	117156402	117186972	-	9
BACE1-AS	NR_037803	chr11	117162062	117162886	+	1
CEP164	NM_014956	chr11	117198570	117283982	+	33
DSCAML1	NM_020693	chr11	117298488	117667931	-	33
FXYD2	NM_001680	chr11	117690772	117695459	-	6
FXYD6	NM_022003	chr11	117707696	117747373	-	8
TMPRSS13	NM_001077263	chr11	117771356	117800117	-	13
IL10RA	NM_001558	chr11	117857109	117872198	+	7
TMPRSS4	NM_019894	chr11	117947793	117992605	+	13
SCN4B	NM_174934	chr11	118004092	118023538	-	5
SCN2B	NM_004588	chr11	118033521	118047354	-	4
JAML	NM_001098526	chr11	118064440	118095726	-	10
MPZL3	NM_198275	chr11	118097405	118123080	-	6
MPZL2	NM_005797	chr11	118124131	118135012	-	6
CD3E	NM_000733	chr11	118175445	118186888	+	9
CD3D	NM_000732	chr11	118209790	118213420	-	5
CD3G	NM_000073	chr11	118215059	118225876	+	7
UBE4A	NM_001204077	chr11	118230315	118269926	+	20
ATP5MG	NM_006476	chr11	118272321	118280562	+	3
KMT2A	NM_001197104	chr11	118307207	118397547	+	36
TTC36	NM_001080441	chr11	118398189	118401708	+	3
TMEM25	NM_032780	chr11	118401907	118406544	+	9
IFT46	NM_001168618	chr11	118415258	118436646	-	12
ARCN1	NM_001655	chr11	118443124	118473748	+	10
PHLDB1	NM_001144758	chr11	118478330	118528738	+	23
TREH	NM_007180	chr11	118528026	118550359	-	16
DDX6	NM_004397	chr11	118618472	118661873	-	14
CXCR5	NM_001716	chr11	118754601	118768496	+	2
BCL9L	NM_001378213	chr11	118766845	118796635	-	10
UPK2	NM_006760	chr11	118827008	118829269	+	5
FOXR1	NM_181721	chr11	118842471	118851997	+	6
CENATAC	NM_198489	chr11	118868848	118886503	+	11
RPS25	NM_001028	chr11	118886427	118889053	-	5
TRAPPC4	NM_016146	chr11	118889476	118894844	+	5
SLC37A4	NM_001164277	chr11	118894822	118901587	-	11
HYOU1	NM_006389	chr11	118914899	118927916	-	26
VPS11	NM_021729	chr11	118938529	118952682	+	17
HMBS	NM_000190	chr11	118955591	118964259	+	14
H2AX	NM_002105	chr11	118964584	118966175	-	1
DPAGT1	NM_001382	chr11	118967220	118972563	-	9
C2CD2L	NM_001290474	chr11	118978054	118989254	+	14
HINFP	NM_198971	chr11	118992290	119006769	+	10
ABCG4	NM_022169	chr11	119019762	119033362	+	15
NLRX1	NM_001282144	chr11	119039434	119054725	+	10
CBL	NM_005188	chr11	119077049	119178859	+	16
MCAM	NM_006500	chr11	119179239	119187840	-	16
RNF26	NM_032015	chr11	119205237	119208019	+	1
C1QTNF5	NM_001278431	chr11	119209652	119211593	-	3
MFRP	NM_031433	chr11	119209652	119217415	-	15
USP2	NM_004205	chr11	119225925	119252400	-	13
THY1	NM_006288	chr11	119286186	119293882	-	4
NECTIN1	NM_002855	chr11	119531702	119599910	-	6
TRIM29	NM_012101	chr11	119981994	120008821	-	9
OAF	NM_178507	chr11	120081740	120101043	+	4
POU2F3	NM_014352	chr11	120110849	120190654	+	13
TLCD5	NM_001198671	chr11	120196008	120204395	+	3
ARHGEF12	NM_015313	chr11	120207122	120360646	+	41
GRIK4	NM_014619	chr11	120382457	120859615	+	21
TBCEL	NM_001363644	chr11	120894811	120961485	+	9
TECTA	NM_005422	chr11	120971952	121062199	+	24
SC5D	NM_006918	chr11	121163480	121184119	+	5
SORL1	NM_003105	chr11	121323023	121504472	+	48
BLID	NM_001001786	chr11	121986048	121986923	-	1
UBASH3B	NM_032873	chr11	122526430	122685181	+	14
CRTAM	NM_019604	chr11	122709208	122743351	+	10
JHY	NM_024806	chr11	122753467	122834570	+	9
BSX	NM_001098169	chr11	122848278	122852542	-	3
HSPA8	NM_006597	chr11	122928197	122932844	-	9
CLMP	NM_024769	chr11	122940580	123065956	-	7
GRAMD1B	NM_001387025	chr11	123300977	123498475	+	20
SCN3B	NM_001040151	chr11	123499896	123525332	-	7
ZNF202	NM_003455	chr11	123594622	123612368	-	9
OR6X1	NM_001005188	chr11	123624288	123625226	-	1
OR6M1	NM_001005325	chr11	123676116	123677057	-	1
TMEM225	NM_001013743	chr11	123753627	123756377	-	4
OR8D4	NM_001005197	chr11	123772874	123779936	+	2
OR4D5	NM_001001965	chr11	123810324	123811280	+	1
OR6T1	NM_001005187	chr11	123813574	123814545	-	1
OR10S1	NM_001004474	chr11	123847403	123848398	-	1
OR10G6	NM_001355219	chr11	123864870	123865868	-	1
OR10G4	NM_001004462	chr11	123883704	123889439	+	2
OR10G9	NM_001001953	chr11	123893720	123894655	+	1
OR10G8	NM_001004464	chr11	123897505	123901341	+	2
OR10G7	NM_001004463	chr11	123906720	123912032	-	2
VWA5A	NM_001130142	chr11	123986157	124018428	+	19
OR10D3	NM_001355213	chr11	124053926	124059487	+	2
OR8G5	NM_001005198	chr11	124126272	124136120	+	2
OR8D1	NM_001002917	chr11	124172727	124183845	-	3
OR8D2	NM_001002918	chr11	124189158	124190093	-	1
OR8B2	NM_001005468	chr11	124252290	124254395	-	2
OR8B3	NM_001005467	chr11	124265430	124268920	-	2
OR8B4	NM_001005196	chr11	124293838	124294767	-	1
OR8B8	NM_012378	chr11	124307341	124315592	-	3
OR8B12	NM_001005195	chr11	124412618	124413550	-	1
OR8A1	NM_001005194	chr11	124439893	124441270	+	1
PANX3	NM_052959	chr11	124481324	124490252	+	4
TBRG1	NM_032811	chr11	124492760	124505822	+	9
SIAE	NM_170601	chr11	124503009	124543635	-	10
SPA17	NM_017425	chr11	124543800	124567414	+	5
NRGN	NM_006176	chr11	124609838	124617106	+	4
VSIG2	NM_014312	chr11	124617370	124622151	-	7
ESAM	NM_138961	chr11	124623022	124632186	-	7
MSANTD2	NM_001308027	chr11	124636394	124670302	-	4
ROBO3	NM_022370	chr11	124735328	124751367	+	28
ROBO4	NM_019055	chr11	124753587	124767761	-	18
HEPACAM	NM_152722	chr11	124789101	124805943	-	7
CCDC15	NM_025004	chr11	124824098	124911385	+	16
SLC37A2	NM_001145290	chr11	124933201	124960412	+	18
TMEM218	NM_001258244	chr11	124964285	124981522	-	5
PKNOX2	NM_001382323	chr11	125104933	125303285	+	12
FEZ1	NM_005103	chr11	125312777	125366161	-	10
EI24	NM_004879	chr11	125439373	125454579	+	12
STT3A	NM_152713	chr11	125462747	125492986	+	18
CHEK1	NM_001114122	chr11	125495058	125527042	+	13
ACRV1	NM_001612	chr11	125541417	125550742	-	4
PATE1	NM_138294	chr11	125616174	125619762	+	5
PATE2	NM_212555	chr11	125646008	125648723	-	4
PATE3	NM_001129883	chr11	125658022	125661495	+	3
PATE4	NM_001144874	chr11	125703211	125709967	+	3
HYLS1	NM_001134793	chr11	125757563	125770541	+	3
PUS3	NM_031307	chr11	125763380	125773101	-	4
DDX25	NM_013264	chr11	125774403	125798738	+	12
VSIG10L2	NM_001365077	chr11	125815951	125826214	+	12
CDON	NM_001378964	chr11	125826716	125932761	-	20
RPUSD4	NM_032795	chr11	126071991	126081545	-	7
FAM118B	NM_024556	chr11	126081677	126132863	+	9
SRPRA	NM_003139	chr11	126132833	126138790	-	14
FOXRED1	NM_017547	chr11	126139049	126148021	+	11
TIRAP	NM_001318777	chr11	126152988	126164828	+	5
DCPS	NM_014026	chr11	126173955	126219900	+	6
ST3GAL4	NM_001254757	chr11	126225581	126284533	+	11
KIRREL3	NM_032531	chr11	126293253	126870666	-	17
ETS1	NM_001143820	chr11	128328660	128457453	-	10
FLI1	NM_002017	chr11	128563967	128683162	+	9
KCNJ1	NM_153766	chr11	128707915	128737191	-	3
KCNJ5	NM_000890	chr11	128761251	128791058	+	3
TP53AIP1	NM_022112	chr11	128805265	128812766	-	4
ARHGAP32	NM_001378024	chr11	128834955	129062220	-	23
BARX2	NM_003658	chr11	129245743	129322174	+	4
TMEM45B	NM_138788	chr11	129685743	129729898	+	6
NFRKB	NM_001143835	chr11	129733531	129765473	-	27
PRDM10	NM_199437	chr11	129769606	129872730	-	21
APLP2	NM_001142276	chr11	129939789	130014700	+	17
ST14	NM_021978	chr11	130029677	130080257	+	19
ZBTB44	NM_001301098	chr11	130096572	130184812	-	8
ADAMTS8	NM_007037	chr11	130274818	130298504	-	9
ADAMTS15	NM_139055	chr11	130318540	130346540	+	8
SNX19	NM_014758	chr11	130736145	130786374	-	11
NTM	NM_001352005	chr11	131240510	132206716	+	9
OPCML	NM_001012393	chr11	132284875	133402396	-	8
SPATA19	NM_174927	chr11	133710526	133715408	-	7
IGSF9B	NM_001277285	chr11	133766333	133826863	-	20
JAM3	NM_032801	chr11	133938967	134021896	+	9
NCAPD3	NM_015261	chr11	134020008	134093861	-	35
VPS26B	NM_052875	chr11	134094565	134117682	+	6
THYN1	NM_014174	chr11	134118176	134123246	-	7
ACAD8	NM_014384	chr11	134123462	134135749	+	11
GLB1L3	NM_001080407	chr11	134146273	134189458	+	20
GLB1L2	NM_001370461	chr11	134201882	134246218	+	19
